DrugBank ID,Name,Type,UniProt ID,UniProt Name
DB00172,Proline,SmallMoleculeDrug,Q96EM0,Trans-3-hydroxy-L-proline dehydratase
DB00172,Proline,SmallMoleculeDrug,P32322,"Pyrroline-5-carboxylate reductase 1, mitochondrial"
DB00172,Proline,SmallMoleculeDrug,P07814,Bifunctional glutamate/proline--tRNA ligase
DB00172,Proline,SmallMoleculeDrug,Q9UN76,Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+)
DB00172,Proline,SmallMoleculeDrug,Q99884,Sodium-dependent proline transporter
DB00172,Proline,SmallMoleculeDrug,Q96C36,Pyrroline-5-carboxylate reductase 2
DB00173,Adenine,SmallMoleculeDrug,P07741,Adenine phosphoribosyltransferase
DB00173,Adenine,SmallMoleculeDrug,P0AF12,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
DB00173,Adenine,SmallMoleculeDrug,O00763,Acetyl-CoA carboxylase 2
DB00173,Adenine,SmallMoleculeDrug,P24666,Low molecular weight phosphotyrosine protein phosphatase
DB00173,Adenine,SmallMoleculeDrug,Q9BY49,Peroxisomal trans-2-enoyl-CoA reductase
DB00173,Adenine,SmallMoleculeDrug,P17802,Adenine DNA glycosylase
DB00173,Adenine,SmallMoleculeDrug,Q8RLY5,Nucleoside 2-deoxyribosyltransferase
DB00173,Adenine,SmallMoleculeDrug,P78362,SRSF protein kinase 2
DB00173,Adenine,SmallMoleculeDrug,Q5SL87,Holliday junction ATP-dependent DNA helicase RuvB
DB00173,Adenine,SmallMoleculeDrug,Q13126,S-methyl-5'-thioadenosine phosphorylase
DB00173,Adenine,SmallMoleculeDrug,Q05603,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
DB00174,L-Asparagine,SmallMoleculeDrug,Q15758,Neutral amino acid transporter B(0)
DB00174,L-Asparagine,SmallMoleculeDrug,Q7L266,Isoaspartyl peptidase/L-asparaginase
DB00174,L-Asparagine,SmallMoleculeDrug,Q96I59,"Probable asparagine--tRNA ligase, mitochondrial"
DB00174,L-Asparagine,SmallMoleculeDrug,Q99624,Sodium-coupled neutral amino acid transporter 3
DB00174,L-Asparagine,SmallMoleculeDrug,P08243,Asparagine synthetase [glutamine-hydrolyzing]
DB00174,L-Asparagine,SmallMoleculeDrug,O43776,"Asparagine--tRNA ligase, cytoplasmic"
DB00175,Pravastatin,SmallMoleculeDrug,P04035,3-hydroxy-3-methylglutaryl-coenzyme A reductase
DB00176,Fluvoxamine,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter
DB00176,Fluvoxamine,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2
DB00177,Valsartan,SmallMoleculeDrug,P30556,Type-1 angiotensin II receptor
DB00178,Ramipril,SmallMoleculeDrug,P12821,Angiotensin-converting enzyme
DB00178,Ramipril,SmallMoleculeDrug,P46663,B1 bradykinin receptor
DB00179,Masoprocol,SmallMoleculeDrug,P09917,Arachidonate 5-lipoxygenase
DB00179,Masoprocol,SmallMoleculeDrug,P04278,Sex hormone-binding globulin
DB00180,Flunisolide,SmallMoleculeDrug,P04150,Glucocorticoid receptor
DB00181,Baclofen,SmallMoleculeDrug,Q9UBS5,Gamma-aminobutyric acid type B receptor subunit 1
DB00181,Baclofen,SmallMoleculeDrug,O75899,Gamma-aminobutyric acid type B receptor subunit 2
DB00182,Amphetamine,SmallMoleculeDrug,Q05940,Synaptic vesicular amine transporter
DB00182,Amphetamine,SmallMoleculeDrug,Q01959,Sodium-dependent dopamine transporter
DB00182,Amphetamine,SmallMoleculeDrug,Q16568,Cocaine- and amphetamine-regulated transcript protein
DB00182,Amphetamine,SmallMoleculeDrug,Q96RJ0,Trace amine-associated receptor 1
DB00182,Amphetamine,SmallMoleculeDrug,P23975,Sodium-dependent noradrenaline transporter
DB00182,Amphetamine,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor
DB00182,Amphetamine,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor
DB00182,Amphetamine,SmallMoleculeDrug,P25100,Alpha-1D adrenergic receptor
DB00182,Amphetamine,SmallMoleculeDrug,P08913,Alpha-2A adrenergic receptor
DB00182,Amphetamine,SmallMoleculeDrug,P18089,Alpha-2B adrenergic receptor
DB00182,Amphetamine,SmallMoleculeDrug,P18825,Alpha-2C adrenergic receptor
DB00182,Amphetamine,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor
DB00182,Amphetamine,SmallMoleculeDrug,P07550,Beta-2 adrenergic receptor
DB00182,Amphetamine,SmallMoleculeDrug,P13945,Beta-3 adrenergic receptor
DB00182,Amphetamine,SmallMoleculeDrug,P14416,D(2) dopamine receptor
DB00182,Amphetamine,SmallMoleculeDrug,P27338,Amine oxidase [flavin-containing] B
DB00182,Amphetamine,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter
DB00182,Amphetamine,SmallMoleculeDrug,P21397,Amine oxidase [flavin-containing] A
DB00182,Amphetamine,SmallMoleculeDrug,P27338,Amine oxidase [flavin-containing] B
DB00182,Amphetamine,SmallMoleculeDrug,Q99870,Vesicle monoamine transporter type 2
DB00183,Pentagastrin,SmallMoleculeDrug,P32239,Gastrin/cholecystokinin type B receptor
DB00184,Nicotine,SmallMoleculeDrug,P43681,Neuronal acetylcholine receptor subunit alpha-4
DB00184,Nicotine,SmallMoleculeDrug,P36544,Neuronal acetylcholine receptor subunit alpha-7
DB00184,Nicotine,SmallMoleculeDrug,P17787,Neuronal acetylcholine receptor subunit beta-2
DB00184,Nicotine,SmallMoleculeDrug,Q15822,Neuronal acetylcholine receptor subunit alpha-2
DB00184,Nicotine,SmallMoleculeDrug,P32297,Neuronal acetylcholine receptor subunit alpha-3
DB00184,Nicotine,SmallMoleculeDrug,P30532,Neuronal acetylcholine receptor subunit alpha-5
DB00184,Nicotine,SmallMoleculeDrug,Q15825,Neuronal acetylcholine receptor subunit alpha-6
DB00184,Nicotine,SmallMoleculeDrug,Q9UGM1,Neuronal acetylcholine receptor subunit alpha-9
DB00184,Nicotine,SmallMoleculeDrug,Q9GZZ6,Neuronal acetylcholine receptor subunit alpha-10
DB00184,Nicotine,SmallMoleculeDrug,Q05901,Neuronal acetylcholine receptor subunit beta-3
DB00184,Nicotine,SmallMoleculeDrug,P30926,Neuronal acetylcholine receptor subunit beta-4
DB00184,Nicotine,SmallMoleculeDrug,P11511,Aromatase
DB00184,Nicotine,SmallMoleculeDrug,P28329,Choline O-acetyltransferase
DB00185,Cevimeline,SmallMoleculeDrug,P20309,Muscarinic acetylcholine receptor M3
DB00185,Cevimeline,SmallMoleculeDrug,P11229,Muscarinic acetylcholine receptor M1
DB00186,Lorazepam,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
DB00186,Lorazepam,SmallMoleculeDrug,P47869,Gamma-aminobutyric acid receptor subunit alpha-2
DB00186,Lorazepam,SmallMoleculeDrug,P34903,Gamma-aminobutyric acid receptor subunit alpha-3
DB00186,Lorazepam,SmallMoleculeDrug,P48169,Gamma-aminobutyric acid receptor subunit alpha-4
DB00186,Lorazepam,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5
DB00186,Lorazepam,SmallMoleculeDrug,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6
DB00186,Lorazepam,SmallMoleculeDrug,P18505,Gamma-aminobutyric acid receptor subunit beta-1
DB00186,Lorazepam,SmallMoleculeDrug,P47870,Gamma-aminobutyric acid receptor subunit beta-2
DB00186,Lorazepam,SmallMoleculeDrug,P28472,Gamma-aminobutyric acid receptor subunit beta-3
DB00186,Lorazepam,SmallMoleculeDrug,O14764,Gamma-aminobutyric acid receptor subunit delta
DB00186,Lorazepam,SmallMoleculeDrug,P78334,Gamma-aminobutyric acid receptor subunit epsilon
DB00186,Lorazepam,SmallMoleculeDrug,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1
DB00186,Lorazepam,SmallMoleculeDrug,P18507,Gamma-aminobutyric acid receptor subunit gamma-2
DB00186,Lorazepam,SmallMoleculeDrug,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3
DB00186,Lorazepam,SmallMoleculeDrug,O00591,Gamma-aminobutyric acid receptor subunit pi
DB00186,Lorazepam,SmallMoleculeDrug,Q9UN88,Gamma-aminobutyric acid receptor subunit theta
DB00186,Lorazepam,SmallMoleculeDrug,P30536,Translocator protein
DB00187,Esmolol,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor
DB00188,Bortezomib,SmallMoleculeDrug,P28074,Proteasome subunit beta type-5
DB00188,Bortezomib,SmallMoleculeDrug,P20618,Proteasome subunit beta type-1
DB00189,Ethchlorvynol,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
DB00189,Ethchlorvynol,SmallMoleculeDrug,P47869,Gamma-aminobutyric acid receptor subunit alpha-2
DB00189,Ethchlorvynol,SmallMoleculeDrug,P34903,Gamma-aminobutyric acid receptor subunit alpha-3
DB00189,Ethchlorvynol,SmallMoleculeDrug,P48169,Gamma-aminobutyric acid receptor subunit alpha-4
DB00189,Ethchlorvynol,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5
DB00189,Ethchlorvynol,SmallMoleculeDrug,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6
DB00189,Ethchlorvynol,SmallMoleculeDrug,P18505,Gamma-aminobutyric acid receptor subunit beta-1
DB00189,Ethchlorvynol,SmallMoleculeDrug,P47870,Gamma-aminobutyric acid receptor subunit beta-2
DB00189,Ethchlorvynol,SmallMoleculeDrug,P28472,Gamma-aminobutyric acid receptor subunit beta-3
DB00189,Ethchlorvynol,SmallMoleculeDrug,O14764,Gamma-aminobutyric acid receptor subunit delta
DB00189,Ethchlorvynol,SmallMoleculeDrug,P78334,Gamma-aminobutyric acid receptor subunit epsilon
DB00189,Ethchlorvynol,SmallMoleculeDrug,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1
DB00189,Ethchlorvynol,SmallMoleculeDrug,P18507,Gamma-aminobutyric acid receptor subunit gamma-2
DB00189,Ethchlorvynol,SmallMoleculeDrug,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3
DB00189,Ethchlorvynol,SmallMoleculeDrug,O00591,Gamma-aminobutyric acid receptor subunit pi
DB00189,Ethchlorvynol,SmallMoleculeDrug,Q9UN88,Gamma-aminobutyric acid receptor subunit theta
DB00190,Carbidopa,SmallMoleculeDrug,P20711,Aromatic-L-amino-acid decarboxylase
DB00191,Phentermine,SmallMoleculeDrug,P23975,Sodium-dependent noradrenaline transporter
DB00191,Phentermine,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter
DB00191,Phentermine,SmallMoleculeDrug,Q01959,Sodium-dependent dopamine transporter
DB00191,Phentermine,SmallMoleculeDrug,P21397,Amine oxidase [flavin-containing] A
DB00191,Phentermine,SmallMoleculeDrug,P27338,Amine oxidase [flavin-containing] B
DB00192,Indecainide,SmallMoleculeDrug,Q14524,Sodium channel protein type 5 subunit alpha
DB00193,Tramadol,SmallMoleculeDrug,P35372,Mu-type opioid receptor
DB00193,Tramadol,SmallMoleculeDrug,P23975,Sodium-dependent noradrenaline transporter
DB00193,Tramadol,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter
DB00193,Tramadol,SmallMoleculeDrug,P28335,5-hydroxytryptamine receptor 2C
DB00193,Tramadol,SmallMoleculeDrug,P41145,Kappa-type opioid receptor
DB00193,Tramadol,SmallMoleculeDrug,P41143,Delta-type opioid receptor
DB00193,Tramadol,SmallMoleculeDrug,Q8TCU5,"Glutamate receptor ionotropic, NMDA 3A"
DB00193,Tramadol,SmallMoleculeDrug,Q693P7,Alpha-7 nicotinic cholinergic receptor subunit
DB00193,Tramadol,SmallMoleculeDrug,P20309,Muscarinic acetylcholine receptor M3
DB00193,Tramadol,SmallMoleculeDrug,P11229,Muscarinic acetylcholine receptor M1
DB00194,Vidarabine,SmallMoleculeDrug,P03198,DNA polymerase catalytic subunit
DB00194,Vidarabine,SmallMoleculeDrug,P09250,Thymidine kinase
DB00194,Vidarabine,SmallMoleculeDrug,Q9QNF7,Thymidine kinase
DB00195,Betaxolol,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor
DB00195,Betaxolol,SmallMoleculeDrug,P07550,Beta-2 adrenergic receptor
DB00196,Fluconazole,SmallMoleculeDrug,P10613,Lanosterol 14-alpha demethylase
DB00197,Troglitazone,SmallMoleculeDrug,P37231,Peroxisome proliferator-activated receptor gamma
DB00197,Troglitazone,SmallMoleculeDrug,O60488,Long-chain-fatty-acid--CoA ligase 4
DB00197,Troglitazone,SmallMoleculeDrug,P05121,Plasminogen activator inhibitor 1
DB00197,Troglitazone,SmallMoleculeDrug,Q99808,Equilibrative nucleoside transporter 1
DB00197,Troglitazone,SmallMoleculeDrug,P62508,Estrogen-related receptor gamma
DB00197,Troglitazone,SmallMoleculeDrug,P11474,Steroid hormone receptor ERR1
DB00197,Troglitazone,SmallMoleculeDrug,Q03181,Peroxisome proliferator-activated receptor delta
DB00197,Troglitazone,SmallMoleculeDrug,Q07869,Peroxisome proliferator-activated receptor alpha
DB00197,Troglitazone,SmallMoleculeDrug,P09211,Glutathione S-transferase P
DB00198,Oseltamivir,SmallMoleculeDrug,P11485,Neuraminidase
DB00198,Oseltamivir,SmallMoleculeDrug,P23141,Liver carboxylesterase 1
DB00198,Oseltamivir,SmallMoleculeDrug,Q99519,Sialidase-1
DB00198,Oseltamivir,SmallMoleculeDrug,Q9Y3R4,Sialidase-2
DB00199,Erythromycin,SmallMoleculeDrug,O43193,Motilin receptor
DB00199,Erythromycin,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2
DB00199,Erythromycin,SmallMoleculeDrug,P02768,Serum albumin
DB00200,Hydroxocobalamin,SmallMoleculeDrug,Q99707,Methionine synthase
DB00200,Hydroxocobalamin,SmallMoleculeDrug,P22033,"Methylmalonyl-CoA mutase, mitochondrial"
DB00200,Hydroxocobalamin,SmallMoleculeDrug,Q9UBK8,Methionine synthase reductase
DB00200,Hydroxocobalamin,SmallMoleculeDrug,Q8IVH4,"Methylmalonic aciduria type A protein, mitochondrial"
DB00200,Hydroxocobalamin,SmallMoleculeDrug,P20061,Transcobalamin-1
DB00200,Hydroxocobalamin,SmallMoleculeDrug,Q9BXJ7,Protein amnionless
DB00200,Hydroxocobalamin,SmallMoleculeDrug,O60494,Cubilin
DB00200,Hydroxocobalamin,SmallMoleculeDrug,Q96EY8,"Cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial"
DB00200,Hydroxocobalamin,SmallMoleculeDrug,Q9Y4U1,Methylmalonic aciduria and homocystinuria type C protein
DB00201,Caffeine,SmallMoleculeDrug,P30542,Adenosine receptor A1
DB00201,Caffeine,SmallMoleculeDrug,P29274,Adenosine receptor A2a
DB00201,Caffeine,SmallMoleculeDrug,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B"
DB00201,Caffeine,SmallMoleculeDrug,P21817,Ryanodine receptor 1
DB00201,Caffeine,SmallMoleculeDrug,P54750,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A"
DB00201,Caffeine,SmallMoleculeDrug,Q01064,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B"
DB00201,Caffeine,SmallMoleculeDrug,Q14123,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C"
DB00201,Caffeine,SmallMoleculeDrug,Q9Y233,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A"
DB00201,Caffeine,SmallMoleculeDrug,P27815,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A"
DB00201,Caffeine,SmallMoleculeDrug,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B"
DB00201,Caffeine,SmallMoleculeDrug,Q08493,"cAMP-specific 3',5'-cyclic phosphodiesterase 4C"
DB00201,Caffeine,SmallMoleculeDrug,Q08499,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D"
DB00201,Caffeine,SmallMoleculeDrug,Q9NP56,"cAMP-specific 3',5'-cyclic phosphodiesterase 7B"
DB00201,Caffeine,SmallMoleculeDrug,O00408,"cGMP-dependent 3',5'-cyclic phosphodiesterase"
DB00201,Caffeine,SmallMoleculeDrug,Q14432,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A"
DB00201,Caffeine,SmallMoleculeDrug,Q13370,"cGMP-inhibited 3',5'-cyclic phosphodiesterase B"
DB00201,Caffeine,SmallMoleculeDrug,O76074,"cGMP-specific 3',5'-cyclic phosphodiesterase"
DB00201,Caffeine,SmallMoleculeDrug,P51160,"Cone cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha'"
DB00201,Caffeine,SmallMoleculeDrug,Q9HCR9,"Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A"
DB00201,Caffeine,SmallMoleculeDrug,Q13946,"High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A"
DB00201,Caffeine,SmallMoleculeDrug,O60658,"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A"
DB00201,Caffeine,SmallMoleculeDrug,O95263,"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B"
DB00201,Caffeine,SmallMoleculeDrug,O76083,"High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A"
DB00201,Caffeine,SmallMoleculeDrug,P16499,"Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha"
DB00201,Caffeine,SmallMoleculeDrug,P35913,"Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit beta"
DB00201,Caffeine,SmallMoleculeDrug,P78527,DNA-dependent protein kinase catalytic subunit
DB00201,Caffeine,SmallMoleculeDrug,O00329,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform"
DB00201,Caffeine,SmallMoleculeDrug,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"
DB00201,Caffeine,SmallMoleculeDrug,P42338,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform"
DB00201,Caffeine,SmallMoleculeDrug,Q14643,"Inositol 1,4,5-trisphosphate receptor type 1"
DB00201,Caffeine,SmallMoleculeDrug,Q14571,"Inositol 1,4,5-trisphosphate receptor type 2"
DB00201,Caffeine,SmallMoleculeDrug,Q14573,"Inositol 1,4,5-trisphosphate receptor type 3"
DB00201,Caffeine,SmallMoleculeDrug,Q13315,Serine-protein kinase ATM
DB00202,Succinylcholine,SmallMoleculeDrug,Q9GZZ6,Neuronal acetylcholine receptor subunit alpha-10
DB00202,Succinylcholine,SmallMoleculeDrug,Q693P7,Alpha-7 nicotinic cholinergic receptor subunit
DB00202,Succinylcholine,SmallMoleculeDrug,P11229,Muscarinic acetylcholine receptor M1
DB00202,Succinylcholine,SmallMoleculeDrug,P08172,Muscarinic acetylcholine receptor M2
DB00202,Succinylcholine,SmallMoleculeDrug,P20309,Muscarinic acetylcholine receptor M3
DB00203,Sildenafil,SmallMoleculeDrug,O76074,"cGMP-specific 3',5'-cyclic phosphodiesterase"
DB00203,Sildenafil,SmallMoleculeDrug,P18545,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma"
DB00203,Sildenafil,SmallMoleculeDrug,Q13956,"Retinal cone rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma"
DB00204,Dofetilide,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2
DB00204,Dofetilide,SmallMoleculeDrug,O95069,Potassium channel subfamily K member 2
DB00204,Dofetilide,SmallMoleculeDrug,Q14500,ATP-sensitive inward rectifier potassium channel 12
DB00205,Pyrimethamine,SmallMoleculeDrug,P00374,Dihydrofolate reductase
DB00205,Pyrimethamine,SmallMoleculeDrug,P13922,Bifunctional dihydrofolate reductase-thymidylate synthase
DB00205,Pyrimethamine,SmallMoleculeDrug,P07686,Beta-hexosaminidase subunit beta
DB00206,Reserpine,SmallMoleculeDrug,Q05940,Synaptic vesicular amine transporter
DB00206,Reserpine,SmallMoleculeDrug,P54219,Chromaffin granule amine transporter
DB00206,Reserpine,SmallMoleculeDrug,O15392,Baculoviral IAP repeat-containing protein 5
DB00207,Azithromycin,SmallMoleculeDrug,P60725,50S ribosomal protein L4
DB00207,Azithromycin,SmallMoleculeDrug,P61177,50S ribosomal protein L22
DB00207,Azithromycin,SmallMoleculeDrug,Q9UM07,Protein-arginine deiminase type-4
DB00208,Ticlopidine,SmallMoleculeDrug,Q9H244,P2Y purinoceptor 12
DB00209,Trospium,SmallMoleculeDrug,P11229,Muscarinic acetylcholine receptor M1
DB00210,Adapalene,SmallMoleculeDrug,P13631,Retinoic acid receptor gamma
DB00210,Adapalene,SmallMoleculeDrug,P10826,Retinoic acid receptor beta
DB00210,Adapalene,SmallMoleculeDrug,P48443,Retinoic acid receptor RXR-gamma
DB00210,Adapalene,SmallMoleculeDrug,P28702,Retinoic acid receptor RXR-beta
DB00210,Adapalene,SmallMoleculeDrug,P10276,Retinoic acid receptor alpha
DB00210,Adapalene,SmallMoleculeDrug,P19793,Retinoic acid receptor RXR-alpha
DB00210,Adapalene,SmallMoleculeDrug,P35354,Prostaglandin G/H synthase 2
DB00211,Midodrine,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor
DB00211,Midodrine,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor
DB00211,Midodrine,SmallMoleculeDrug,P25100,Alpha-1D adrenergic receptor
DB00212,Remikiren,SmallMoleculeDrug,P00797,Renin
DB00213,Pantoprazole,SmallMoleculeDrug,P20648,Potassium-transporting ATPase alpha chain 1
DB00214,Torasemide,SmallMoleculeDrug,Q13621,Solute carrier family 12 member 1
DB00215,Citalopram,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter
DB00215,Citalopram,SmallMoleculeDrug,P35367,Histamine H1 receptor
DB00215,Citalopram,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor
DB00215,Citalopram,SmallMoleculeDrug,P11229,Muscarinic acetylcholine receptor M1
DB00215,Citalopram,SmallMoleculeDrug,P28335,5-hydroxytryptamine receptor 2C
DB00216,Eletriptan,SmallMoleculeDrug,P28221,5-hydroxytryptamine receptor 1D
DB00216,Eletriptan,SmallMoleculeDrug,P28222,5-hydroxytryptamine receptor 1B
DB00216,Eletriptan,SmallMoleculeDrug,P30939,5-hydroxytryptamine receptor 1F
DB00216,Eletriptan,SmallMoleculeDrug,P08908,5-hydroxytryptamine receptor 1A
DB00216,Eletriptan,SmallMoleculeDrug,P28566,5-hydroxytryptamine receptor 1E
DB00216,Eletriptan,SmallMoleculeDrug,P41595,5-hydroxytryptamine receptor 2B
DB00216,Eletriptan,SmallMoleculeDrug,P34969,5-hydroxytryptamine receptor 7
DB00217,Bethanidine,SmallMoleculeDrug,P08913,Alpha-2A adrenergic receptor
DB00217,Bethanidine,SmallMoleculeDrug,P18089,Alpha-2B adrenergic receptor
DB00217,Bethanidine,SmallMoleculeDrug,P18825,Alpha-2C adrenergic receptor
DB00217,Bethanidine,SmallMoleculeDrug,P48048,ATP-sensitive inward rectifier potassium channel 1
DB00217,Bethanidine,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor
DB00217,Bethanidine,SmallMoleculeDrug,P07550,Beta-2 adrenergic receptor
DB00217,Bethanidine,SmallMoleculeDrug,P13945,Beta-3 adrenergic receptor
DB00218,Moxifloxacin,SmallMoleculeDrug,P43702,DNA topoisomerase 4 subunit A
DB00218,Moxifloxacin,SmallMoleculeDrug,P43700,DNA gyrase subunit A
DB00218,Moxifloxacin,SmallMoleculeDrug,P11388,DNA topoisomerase 2-alpha
DB00219,Oxyphenonium,SmallMoleculeDrug,P11229,Muscarinic acetylcholine receptor M1
DB00220,Nelfinavir,SmallMoleculeDrug,O90777,HIV-1 protease
DB00221,Isoetarine,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor
DB00221,Isoetarine,SmallMoleculeDrug,P07550,Beta-2 adrenergic receptor
DB00222,Glimepiride,SmallMoleculeDrug,Q14654,ATP-sensitive inward rectifier potassium channel 11
DB00222,Glimepiride,SmallMoleculeDrug,P48048,ATP-sensitive inward rectifier potassium channel 1
DB00222,Glimepiride,SmallMoleculeDrug,Q09428,ATP-binding cassette sub-family C member 8
DB00223,Diflorasone,SmallMoleculeDrug,P04150,Glucocorticoid receptor
DB00224,Indinavir,SmallMoleculeDrug,Q72874,Pol polyprotein
DB00226,Guanadrel,SmallMoleculeDrug,P23975,Sodium-dependent noradrenaline transporter
DB00227,Lovastatin,SmallMoleculeDrug,P04035,3-hydroxy-3-methylglutaryl-coenzyme A reductase
DB00227,Lovastatin,SmallMoleculeDrug,P20701,Integrin alpha-L
DB00227,Lovastatin,SmallMoleculeDrug,Q92769,Histone deacetylase 2
DB00228,Enflurane,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
